profile_id,predicted_list
23197,"[11052, 1880, 4057, 190, 125, 38, 64, 124, 370, 383, 2054, 9820, 12087, 59, 65, 127, 188, 241, 348, 476, 2020, 2189, 3762, 4738, 6271]"
23198,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
23200,"[3573, 1963, 22343, 426, 1962, 425, 6392, 19341, 22342, 2586, 55, 124, 64, 190, 127, 339, 3698, 65, 125, 162, 441, 1971, 2499, 3873, 6182]"
23211,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23214,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23216,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
23226,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23233,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
23239,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23241,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23243,"[11052, 1880, 4057, 190, 125, 38, 64, 124, 370, 383, 2054, 9820, 12087, 59, 65, 127, 188, 241, 348, 476, 2020, 2189, 3762, 4738, 6271]"
23248,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
23249,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
23251,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23253,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23263,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23267,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23268,"[4730, 4929, 10099, 10796, 638, 10100, 4642, 639, 8596, 672, 8598, 7391, 673, 357, 12240, 5340, 552, 5331, 740, 15847, 15642, 8599, 8604, 4920, 8616]"
23272,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
23277,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23278,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23281,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23282,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23286,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23292,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23301,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23303,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23313,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
23317,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23322,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
23324,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
23325,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23333,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
23334,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23335,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
23337,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23348,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23350,"[38, 39, 225, 136, 230, 40, 41, 42, 43, 44, 45, 232, 46, 186, 489, 1299, 1911, 425, 1880, 3669, 64, 383, 441, 55, 241]"
23355,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23356,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23372,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
23374,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
23380,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23387,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23393,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23394,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
23399,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
23402,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23407,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
23408,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23409,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23410,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23414,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23415,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23419,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
23429,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23435,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
23438,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
23441,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23446,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
23448,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
23453,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
23454,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23460,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23461,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
23466,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
23468,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23476,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
23477,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
23481,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23482,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23485,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23487,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23489,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23499,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23507,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
23508,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23519,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
23520,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
23521,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23524,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23526,"[4569, 190, 124, 1430, 125, 241, 303, 339, 393, 3983, 3986, 52, 329, 357, 379, 420, 7624, 127, 416, 417, 1880, 7891, 7894, 128, 129]"
23527,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
23528,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23533,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23537,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23538,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23545,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
23547,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
23549,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
23550,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23551,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23557,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23558,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23566,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23584,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23590,"[3573, 1963, 22343, 426, 1962, 425, 6392, 19341, 22342, 2586, 55, 124, 64, 190, 127, 339, 3698, 65, 125, 162, 441, 1971, 2499, 3873, 6182]"
23595,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23600,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23601,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
23605,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23606,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
23617,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23636,"[38, 39, 225, 136, 230, 40, 41, 42, 43, 44, 45, 232, 46, 186, 489, 1299, 1911, 425, 1880, 3669, 64, 383, 441, 55, 241]"
23640,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
23645,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
23649,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
23650,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23651,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
23654,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23660,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
23661,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23662,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23669,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
23677,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23678,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23682,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23688,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
23701,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23702,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
23704,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23712,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23716,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
23718,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23719,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23720,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23721,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23722,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
23735,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23738,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
23739,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23740,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23758,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23766,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23767,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23772,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
23776,"[4569, 190, 124, 1430, 125, 241, 303, 339, 393, 3983, 3986, 52, 329, 357, 379, 420, 7624, 127, 416, 417, 1880, 7891, 7894, 128, 129]"
23781,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
23784,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
23788,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
23791,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23804,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23805,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
23815,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23817,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23819,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23826,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23829,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
23832,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23834,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23850,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
23852,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
23853,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23857,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
23858,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
23870,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
23877,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
23878,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
23882,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
